stress_q,recovery_q,decay,stress_scale,recovery_scale,score,stage,fragility_quantile,horizon_weeks,prob_trigger,defensive_scale,recovery_floor,rel_tilt,stress_trigger_q,recovery_trigger_q,base_sharpe,ov_sharpe,ov_cagr,ov_maxdd,intervention_rate,recovery_rate,fold
0.9,0.85,0.8,0.8,0.8,0.040367928849523865,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.6,0.8,0.8,1.0978387945095964,1.1952255038191506,0.17112931120992392,-0.11779303571466093,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.040367928849523865,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.6,0.9,0.7,1.0978387945095964,1.1952255038191506,0.17112931120992392,-0.11779303571466093,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.040367928849523865,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.6,0.9,0.8,1.0978387945095964,1.1952255038191506,0.17112931120992392,-0.11779303571466093,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.35,0.6,0.8,0.7,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.35,0.6,0.8,0.8,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.35,0.6,0.9,0.7,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.35,0.6,0.9,0.8,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.5,0.6,0.8,0.7,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.5,0.6,0.8,0.8,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.5,0.6,0.9,0.7,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.03250014526033836,ml_overlay,0.2,2.0,0.55,0.85,0.5,0.6,0.9,0.8,1.0978387945095964,1.1827583835751225,0.16391339716322073,-0.11501353305771367,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.55,0.8,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.55,0.8,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.55,0.9,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.55,0.9,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.6,0.8,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.6,0.8,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.6,0.9,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.35,0.6,0.9,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.55,0.8,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.55,0.8,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.55,0.9,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.55,0.9,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.6,0.8,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.6,0.8,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.6,0.9,0.7,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.002541049712987159,ml_overlay,0.15,2.0,0.55,0.85,0.5,0.6,0.9,0.8,1.0978387945095964,1.1312068212450117,0.1537531560783698,-0.10767902762645853,0.37748344370860926,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.55,0.8,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.55,0.8,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.55,0.9,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.55,0.9,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.6,0.8,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.6,0.8,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.6,0.9,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.35,0.6,0.9,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.55,0.8,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.55,0.8,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.55,0.9,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.55,0.9,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.6,0.8,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.6,0.8,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.6,0.9,0.7,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0005242683071186472,ml_overlay,0.2,2.0,0.65,0.9,0.5,0.6,0.9,0.8,1.0978387945095964,1.099733683393396,0.1619142344224811,-0.12410064689596523,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.6,0.9,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.6,0.9,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.6,0.8,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.6,0.8,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.55,0.9,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.55,0.9,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.55,0.8,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.5,0.55,0.8,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.6,0.9,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.6,0.9,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.6,0.8,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.6,0.8,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.55,0.9,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.55,0.9,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.55,0.8,0.8,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,0.0002204316943188844,ml_overlay,0.2,2.0,0.65,0.85,0.35,0.55,0.8,0.7,1.0978387945095964,1.099766871146889,0.16040954862540624,-0.12449283247730292,0.0728476821192053,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.55,0.8,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.55,0.8,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.55,0.9,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.55,0.9,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.6,0.8,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.6,0.8,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.6,0.9,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.35,0.6,0.9,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.55,0.8,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.55,0.8,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.55,0.9,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.55,0.9,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.6,0.8,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.6,0.8,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.6,0.9,0.7,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.000809179503939722,ml_overlay,0.15,4.0,0.65,0.9,0.5,0.6,0.9,0.8,1.0978387945095964,1.0964023300832015,0.15988550231405663,-0.12022195093067745,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.6,0.9,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.6,0.9,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.6,0.8,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.6,0.8,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.55,0.9,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.55,0.9,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.55,0.8,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.5,0.55,0.8,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.6,0.9,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.6,0.9,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.6,0.8,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.6,0.8,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.55,0.9,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.55,0.9,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.55,0.8,0.8,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.001970561839013829,ml_overlay,0.15,4.0,0.65,0.85,0.35,0.55,0.8,0.7,1.0978387945095964,1.0944517451979863,0.15735976487909542,-0.11867063408548051,0.16556291390728478,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.55,0.9,0.8,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.55,0.9,0.7,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.55,0.8,0.8,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.5,0.55,0.8,0.7,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.35,0.55,0.9,0.8,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.35,0.55,0.9,0.7,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.35,0.55,0.8,0.8,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.002489108512319555,ml_overlay,0.2,2.0,0.55,0.9,0.35,0.55,0.8,0.7,1.0978387945095964,1.1265636427992616,0.16006317287719107,-0.11779303571466126,0.3841059602649007,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.55,0.8,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.55,0.8,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.55,0.9,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.55,0.9,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.6,0.8,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.6,0.8,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.6,0.9,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.35,0.6,0.9,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.6,0.9,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.6,0.9,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.6,0.8,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.6,0.8,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.55,0.9,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.55,0.9,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.55,0.8,0.8,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
0.9,0.85,0.8,0.8,0.8,-0.00326480027243668,ml_overlay,0.15,2.0,0.65,0.9,0.5,0.55,0.8,0.7,1.0978387945095964,1.093114536473769,0.16137383560139673,-0.1230467293144315,0.08609271523178808,0.0,2
