date,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,fold
2020-05-15,DEFENSIVE_LIGHT,0.8,0.0,,8.888103274745408,13.636257806618895,2
2020-05-22,DEFENSIVE_LIGHT,0.8,0.0,,8.888103274745408,13.636257806618895,2
2020-05-29,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-06-05,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-06-12,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-06-19,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-06-26,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-07-10,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-07-17,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-07-24,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-07-31,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-08-07,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-08-14,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-08-21,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-08-28,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-09-04,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-09-11,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-09-18,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-09-25,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-10-02,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-10-09,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-10-16,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-10-23,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-10-30,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-11-06,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-11-13,REL_TILT,1.0,0.0,0.55,8.888103274745408,13.636257806618895,2
2020-11-20,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-11-27,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-12-04,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-12-11,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2020-12-18,BASELINE,1.0,0.0,,8.888103274745408,13.636257806618895,2
2021-01-08,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-01-15,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-01-22,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-01-29,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-02-05,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-02-12,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-02-19,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-02-26,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-03-05,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-03-12,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-03-19,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-03-26,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-04-09,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-04-16,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-04-23,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-04-30,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-05-07,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-05-14,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-05-21,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-05-28,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-06-04,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-06-11,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-06-18,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-06-25,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-07-02,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-07-09,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-07-16,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-07-23,BASELINE,1.0,0.0,,21.630781764632417,13.836951272979036,3
2021-07-30,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-08-06,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-08-13,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-08-20,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-08-27,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-09-03,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-09-10,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-09-17,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-09-24,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-10-01,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2021-10-08,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
