Label,FinalEquity,TotalReturn,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,CVaR_5,AvgExposure,TimeInMkt,TurnoverAnn,Days
BASELINE_6_1,1149984532131.211,11499844.321312109,0.16665137694653676,0.16980301499780331,0.9926418581246053,1.6302982713162268,-0.6751441145686403,0.2468382280915132,-0.025676909098587018,0.519481513707597,0.778066215199398,7.470056824004172,26580
7A,1149984532131.211,11499844.321312109,0.16665137694653676,0.16980301499780331,0.9926418581246053,1.6302982713162268,-0.6751441145686403,0.2468382280915132,-0.025676909098587018,0.519481513707597,0.778066215199398,7.470056824004172,26580
