SR,CI_lo,CI_hi,SE,t_stat,p_val,note
1.0521,0.6249,1.4793,0.218,4.827,0.0,Asymptotic (delta-method); underestimates SE under autocorrelation
0.8617,0.0343,1.6891,0.4222,2.041,0.04124,Asymptotic (delta-method); underestimates SE under autocorrelation
