date,fragility_prob,recovery_prob,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,prob_trigger,recovery_prob_trigger,chop,fold
2017-04-07,0.5720337834123325,0.0063142035652673945,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-04-21,0.5563854188354685,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-04-28,0.561893641986643,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-05-05,0.5080109432919238,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-05-12,0.567606987306264,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-05-19,0.5957300389792286,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-05-26,0.4876110786206554,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-06-02,0.46049462442157324,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-06-09,0.48965571458226326,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-06-16,0.4289759315234692,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-06-23,0.3654342870194533,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-06-30,0.3368167599191448,0.03795515353907547,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-07-07,0.31714146102362223,0.044649120555139844,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-07-14,0.32494926935910623,0.039134871643997406,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-07-21,0.36675001380316957,0.055936139630443124,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-07-28,0.4240019834388172,0.047228746150383104,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-08-04,0.4300993165047342,0.04067038215962402,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-08-11,0.3818477313405822,0.05614978136699284,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-08-18,0.2628418804130049,0.03597151221956256,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-08-25,0.23588776703825884,0.01666883643282127,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-09-01,0.2775186599677969,0.16275917584818295,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-09-08,0.24019965979406616,0.12140727389740671,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-09-15,0.2834066077395413,0.14691688289293078,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-09-22,0.34456099084415454,0.14753304807161022,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,1,1
2017-09-29,0.34885083242926895,0.1337868943534086,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-10-06,0.5066192631752107,0.012775374266723663,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-10-13,0.5151126344955346,0.01054664852130712,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-10-20,0.5288503451704274,0.0030819672131147543,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-10-27,0.5389466473087209,0.0030819672131147543,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-11-03,0.5567357088646779,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-11-10,0.5539492314254518,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-11-17,0.5655510214327013,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-11-24,0.5604435158679874,0.0,DEFENSIVE_LIGHT,0.85,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-12-01,0.4529125987649144,0.0031567567567567564,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-12-08,0.4203187039338282,0.0010843373493975904,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-12-15,0.37598486597370245,0.0010843373493975904,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-12-22,0.4003186469354164,0.0031567567567567564,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2017-12-29,0.39181621439241876,0.0031567567567567564,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-01-05,0.5221262708586073,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-01-12,0.5353403103083729,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-01-19,0.5166532985881771,0.003157446808510638,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-01-26,0.44551794783951487,0.0,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-02-02,0.5179221252667878,0.021936005181178143,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-02-09,0.13155730750804928,0.07304347760529346,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
2018-02-16,0.26974047047656624,0.011069689320699154,BASELINE,1.0,0.0,,8.215510510438504,14.78077933150568,0.55,0.6,0,1
