ticker,eligible,reason,liq_size_proxy,addv_proxy,vol_coverage,in_universe,recon_date,prior_member,entered,exited
AAPL,True,eligible,6155784025.079727,6217629551.133595,1.0,True,2015-04-01,True,False,False
META,True,eligible,2171550752.566172,2030399649.0332468,1.0,True,2015-04-01,True,False,False
MSFT,True,eligible,1293017964.5850627,1438462871.5674083,1.0,True,2015-04-01,True,False,False
GOOGL,True,eligible,1112862684.5900218,1187983210.9110394,1.0,True,2015-04-01,True,False,False
AMZN,True,eligible,962433952.7266184,1287267034.8187704,1.0,True,2015-04-01,True,False,False
INTC,True,eligible,907070167.1860504,862735611.0871058,1.0,True,2015-04-01,True,False,False
NFLX,True,eligible,854301184.6656641,935930793.2164934,1.0,True,2015-04-01,True,False,False
MU,True,eligible,678680352.9009374,756988479.0564219,1.0,True,2015-04-01,True,False,False
QCOM,True,eligible,614937472.3455302,663288262.0683943,1.0,True,2015-04-01,True,False,False
AMAT,True,eligible,349143131.7867915,314276929.35728043,1.0,False,2015-04-01,False,False,False
CRM,True,eligible,341569999.8055394,279454067.00355285,1.0,True,2015-04-01,True,False,False
AVGO,True,eligible,264567598.00717035,201427369.39054823,1.0,False,2015-04-01,False,False,False
TSM,True,eligible,223847438.63482794,243906535.0209418,1.0,False,2015-04-01,False,False,False
ADBE,True,eligible,202993084.78792825,176964126.39753553,1.0,False,2015-04-01,False,False,False
NVDA,True,eligible,155586437.84598508,131991203.22821254,1.0,False,2015-04-01,False,False,False
LRCX,True,eligible,139490427.27034888,131272333.89117983,1.0,False,2015-04-01,False,False,False
NOW,True,eligible,94593474.79364078,88511126.34851062,1.0,False,2015-04-01,False,False,False
ASML,True,eligible,91259631.57076518,80675350.10196747,1.0,False,2015-04-01,False,False,False
AMD,False,addv_fail,0.0,46918667.65515502,,False,2015-04-01,False,False,False
ARM,False,seasoning_fail,0.0,0.0,,False,2015-04-01,False,False,False
PLTR,False,seasoning_fail,0.0,0.0,,False,2015-04-01,False,False,False
SHOP,False,seasoning_fail,0.0,0.0,,False,2015-04-01,False,False,False
SMCI,False,addv_fail,0.0,20087713.53388211,,False,2015-04-01,False,False,False
