date,fragility_prob,recovery_prob,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,prob_trigger,recovery_prob_trigger,recover_opp,recover_fire,frag_fire,chop,fold
2022-08-26,0.13292617179370406,0.6625144128398628,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,1,3
2022-09-02,0.04050648867994363,0.7294435477628819,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-09-09,0.09251046673733095,0.6944897674441661,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-09-16,0.07176077049862073,0.7657135102545984,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-09-23,0.07336728216894775,0.7630159033973664,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-09-30,0.18450712121690005,0.7010617370258173,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-10-07,0.1912137060617587,0.6971896888117112,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-10-14,0.14796506503882137,0.663599508914951,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-10-21,0.15399171280822593,0.6912857703760277,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-10-28,0.16822681673246873,0.6800913293718149,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-11-04,0.18510093738932296,0.7040472527994032,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-11-11,0.2152430311804113,0.6499361118333593,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-11-18,0.18399800356681012,0.7281946294852334,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-11-25,0.1700887202096438,0.7331326822668308,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-12-02,0.1610416564028163,0.7145749653175224,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-12-09,0.1530822605988454,0.7669979667061197,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-12-16,0.20511766169764,0.6677534087626956,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-12-23,0.2032157955066631,0.7416584717091701,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2022-12-30,0.193649460612101,0.7025316435342945,BASELINE,1.0,0.0,,8.422324942228125,14.800872510040751,0.65,0.55,0,0,0,0,3
2023-01-06,0.2169606746847858,0.2815937636281217,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-01-13,0.23421467699869183,0.25192689163831805,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-01-20,0.26050904219910437,0.24630920676595264,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-01-27,0.28795761769337247,0.24837630781613415,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-02-03,0.29270015335720806,0.23605468901215337,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-02-10,0.30210283409162964,0.12144403486768111,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-02-17,0.2799178608605282,0.12093291806262645,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-02-24,0.2994639351120724,0.37140348344062124,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-03-03,0.2246170615785842,0.37221405367747185,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-03-10,0.2802873096503791,0.20688090724879604,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-03-17,0.2610825152380839,0.22872789405244387,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-03-24,0.30313788179362217,0.21345114029768444,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-03-31,0.31469393912668575,0.15802989879513993,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-04-14,0.36481546802415515,0.0558798948164786,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-04-21,0.37073824114505194,0.048096840149872526,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-04-28,0.37528359288483504,0.05236262683033368,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-05-05,0.37899021041113484,0.06298494430553234,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-05-12,0.44863755827254187,0.024168823530437675,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-05-19,0.4665947133246334,0.03116692154829512,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-05-26,0.530278867773913,0.0275952507130378,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-06-02,0.5892939065689439,0.04564773779696907,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-06-09,0.5619279948649801,0.0331265645345629,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-06-16,0.578992091869811,0.04061871342564838,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-06-23,0.5685565294422847,0.03318367051527362,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-06-30,0.5437344006818362,0.03407962527415208,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-07-07,0.6041014697202081,0.029645904862220133,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-07-14,0.638774119398755,0.022429421699419222,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-07-21,0.5773283878756688,0.028637642997541568,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-07-28,0.6176370542296149,0.006063065143356143,BASELINE,1.0,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,0,0,4
2023-08-04,0.6566017349958682,0.02426625092657386,DEFENSIVE_LIGHT,0.85,0.0,,7.240074950644641,7.705190126350932,0.65,0.55,0,0,1,0,4
