ticker,eligible,reason,liq_size_proxy,addv_proxy,vol_coverage,in_universe,recon_date,prior_member,entered,exited
NVDA,True,eligible,34213982807.191666,34404613872.028046,1.0,True,2026-01-01,True,False,False
AVGO,True,eligible,13259503674.936625,10021965130.222574,1.0,True,2026-01-01,True,False,False
GOOGL,True,eligible,12204275139.153341,10236514264.950125,1.0,True,2026-01-01,True,False,False
AAPL,True,eligible,11751527353.70514,12140595735.728647,1.0,True,2026-01-01,True,False,False
MSFT,True,eligible,11472059821.693726,11241539561.936588,1.0,True,2026-01-01,True,False,False
META,True,eligible,10731657471.318563,11924486166.750275,1.0,True,2026-01-01,True,False,False
AMZN,True,eligible,8919724805.388285,10346892614.084494,1.0,True,2026-01-01,True,False,False
AMD,True,eligible,7194779453.471171,12128677386.370144,1.0,True,2026-01-01,True,False,False
PLTR,True,eligible,6784072593.040466,8612821238.98204,1.0,True,2026-01-01,True,False,False
MU,True,eligible,6647328903.976186,5938830112.411233,1.0,False,2026-01-01,False,False,False
NFLX,True,eligible,4357473027.693532,4634075681.66958,1.0,True,2026-01-01,True,False,False
TSM,True,eligible,3192054064.3871055,3659869994.029793,1.0,False,2026-01-01,False,False,False
INTC,True,eligible,2900300352.7261987,3457431996.0352035,1.0,False,2026-01-01,False,False,False
CRM,True,eligible,2020675461.1282349,2022833226.939925,1.0,False,2026-01-01,False,False,False
AMAT,True,eligible,1731617456.568756,1762549318.890502,1.0,False,2026-01-01,False,False,False
LRCX,True,eligible,1693122245.8603413,1691755305.870928,1.0,False,2026-01-01,False,False,False
NOW,True,eligible,1455329299.096222,1349188593.2433355,1.0,False,2026-01-01,False,False,False
ADBE,True,eligible,1411490208.5826619,1309466117.3097157,1.0,False,2026-01-01,False,False,False
ASML,True,eligible,1378857004.1597493,1460305255.4358103,1.0,False,2026-01-01,False,False,False
QCOM,True,eligible,1365647150.622762,1705932041.0296485,1.0,False,2026-01-01,False,False,False
SHOP,True,eligible,1093582565.0708008,1301140925.5520532,1.0,False,2026-01-01,False,False,False
SMCI,True,eligible,707519235.8601061,1145631026.375044,1.0,False,2026-01-01,False,False,False
ARM,True,eligible,506230877.48227435,683685541.9000655,1.0,False,2026-01-01,False,False,False
