date,fragility_prob,recovery_prob,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,prob_trigger,recovery_prob_trigger,recover_opp,recover_fire,frag_fire,chop,recover_cond_count,fold
2020-05-01,0.058547544538271344,0.5031256512505632,RECOVERY_OVERRIDE,1.0,0.7565476214933717,,7.7272005176417435,12.710817763694157,0.65,0.48,1,1,0,0,4,2
2020-05-08,0.05683720864401015,0.5338452632205817,RECOVERY_OVERRIDE,1.0,0.7682427473398873,,7.7272005176417435,12.710817763694157,0.65,0.48,1,1,0,0,4,2
2020-05-15,0.025374522256235113,0.511713288334805,RECOVERY_OVERRIDE,1.0,0.7512473388507912,,7.7272005176417435,12.710817763694157,0.65,0.48,1,1,0,0,4,2
2020-05-22,0.03647465710084996,0.4738233192511441,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-05-29,0.08668488617880285,0.4608385963106149,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,3,2
2020-06-05,0.11651143018465573,0.4073368009837598,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-06-12,0.1546544833307024,0.4616246571921013,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,5,2
2020-06-19,0.20450230243150558,0.42148316700929916,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-06-26,0.32129129619913394,0.39171226223374206,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-07-10,0.43408293917376084,0.4059700128074674,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,5,2
2020-07-17,0.42427006569905523,0.4631614860219741,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-07-24,0.4156452538993322,0.4417037413916821,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-07-31,0.42236238209385,0.4043599968401675,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,5,2
2020-08-07,0.47610232162217997,0.4510074045303224,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-08-14,0.38491443383221435,0.47931521019652984,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-08-21,0.5426683775637964,0.41715170283367636,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-08-28,0.5770219465470161,0.4122059872644351,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-09-04,0.4009282304480295,0.47873682327514394,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,5,2
2020-09-11,0.37286842256051866,0.5281622075617083,RECOVERY_OVERRIDE,1.0,0.4341932500092561,,7.7272005176417435,12.710817763694157,0.65,0.48,1,1,0,0,5,2
2020-09-18,0.3246561628625267,0.5088996416426235,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,1,0,0,0,5,2
2020-09-25,0.2907432306653988,0.4649874303453274,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,5,2
2020-10-02,0.2647948947340727,0.5527904095653163,RECOVERY_OVERRIDE,1.0,0.5175391844683764,,7.7272005176417435,12.710817763694157,0.65,0.48,1,1,0,0,5,2
2020-10-09,0.3704283609212311,0.4786433258192077,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-10-16,0.41445961996983793,0.47913822715728005,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,5,2
2020-10-23,0.3967335894246517,0.4743139968415643,BASELINE,1.0,0.0,,7.7272005176417435,12.710817763694157,0.65,0.48,0,0,0,0,4,2
2020-10-30,0.23471554784439014,0.5334138748612469,RECOVERY_OVERRIDE,1.0,0.4781353105541713,,7.7272005176417435,12.710817763694157,0.65,0.48,1,1,0,0,3,2
