date,corr_rho,corr_scale,corr_state
2017-07-25,0.6086365803601239,1.0,0
2017-07-26,0.5955242145005856,1.0,0
2017-07-27,0.5971735596111211,1.0,0
2017-07-28,0.4972906579383239,1.0,0
2017-07-31,0.4631685855711017,1.0,0
2017-08-01,0.4108494187791329,1.0,0
2017-08-02,0.4091451447326649,1.0,0
2017-08-03,0.3253966698994327,1.0,0
2017-08-04,0.29454773709331505,1.0,0
2017-08-07,0.25860927652327026,1.0,0
2017-08-08,0.23390333878793773,1.0,0
2017-08-09,0.23126883278522337,1.0,0
2017-08-10,0.23337561863628206,1.0,0
2017-08-11,0.3391120725694819,1.0,0
2017-08-14,0.31773869910940145,1.0,0
2017-08-15,0.35140671148666003,1.0,0
2017-08-16,0.3489163362817609,1.0,0
2017-08-17,0.36572765486303654,1.0,0
2017-08-18,0.4238080718830796,1.0,0
2017-08-21,0.41984017750176655,1.0,0
2017-08-22,0.43073145594653767,1.0,0
2017-08-23,0.450616337249671,1.0,0
2017-08-24,0.4753354948868149,1.0,0
2017-08-25,0.4846287260882163,1.0,0
2017-08-28,0.5344004913615128,1.0,0
2017-08-29,0.5634487260666147,1.0,0
2017-08-30,0.571835884211103,1.0,0
2017-08-31,0.5813137925046714,1.0,0
2017-09-01,0.6284213406717786,1.0,0
2017-09-05,0.6281805165791629,1.0,0
2017-09-06,0.6367116427101016,1.0,0
2017-09-07,0.6150551777031846,1.0,0
2017-09-08,0.6074563063400494,1.0,0
2017-09-11,0.6326596081901142,1.0,0
2017-09-12,0.5797545758508588,1.0,0
2017-09-13,0.6026661480553511,1.0,0
2017-09-14,0.5726041526062827,1.0,0
2017-09-15,0.586379337474708,1.0,0
2017-09-18,0.5711560204683324,1.0,0
2017-09-19,0.4432333212042961,1.0,0
2017-09-20,0.4401536598179971,1.0,0
2017-09-21,0.4053157919043574,1.0,0
2017-09-22,0.403682630577718,1.0,0
2017-09-25,0.4198896955039104,1.0,0
2017-09-26,0.4905674514148688,1.0,0
2017-09-27,0.4711962010894788,1.0,0
2017-09-28,0.48761958943738537,1.0,0
2017-09-29,0.48701665369485175,1.0,0
2017-10-02,0.48847434588199934,1.0,0
2017-10-03,0.45984343414335865,1.0,0
2017-10-04,0.4600895673514035,1.0,0
2017-10-05,0.4211723429143987,1.0,0
2017-10-06,0.42566683759204355,1.0,0
2017-10-09,0.4387480086733682,1.0,0
2017-10-10,0.39179682020027684,1.0,0
2017-10-11,0.3518796204335207,1.0,0
2017-10-12,0.343000312131677,1.0,0
2017-10-13,0.3453936327860952,1.0,0
2017-10-16,0.33752798699550307,1.0,0
2017-10-17,0.35134546918589427,1.0,0
2017-10-18,0.38304525567763625,1.0,0
2017-10-19,0.37617412704430314,1.0,0
2017-10-20,0.4059634472940759,1.0,0
2017-10-23,0.3977661867488267,1.0,0
2017-10-24,0.37091697387837247,1.0,0
2017-10-25,0.21519731049829158,1.0,0
2017-10-26,0.2846105555545357,1.0,0
2017-10-27,0.23240845625752565,1.0,0
2017-10-30,0.41077646386074135,1.0,0
2017-10-31,0.39171180412460227,1.0,0
2017-11-01,0.3875958533023636,1.0,0
2017-11-02,0.3786591357390486,1.0,0
2017-11-03,0.3768660140882295,1.0,0
2017-11-06,0.37539922161200207,1.0,0
2017-11-07,0.37576054970400835,1.0,0
2017-11-08,0.3726266204479092,1.0,0
2017-11-09,0.37701014143313827,1.0,0
2017-11-10,0.4042167792703891,1.0,0
2017-11-13,0.3698404503335985,1.0,0
2017-11-14,0.363760775901633,1.0,0
2017-11-15,0.35770589774033096,1.0,0
2017-11-16,0.3718255688134653,1.0,0
2017-11-17,0.3842664329297389,1.0,0
2017-11-20,0.3858450889272795,1.0,0
2017-11-21,0.38425549435592177,1.0,0
2017-11-22,0.4057043837381157,1.0,0
2017-11-24,0.407705727285392,1.0,0
2017-11-27,0.3731615685103911,1.0,0
2017-11-28,0.3687071014909551,1.0,0
2017-11-29,0.18218659181724947,1.0,0
2017-11-30,0.43845712449724306,1.0,0
2017-12-01,0.4548879581038254,1.0,0
2017-12-04,0.4807560703473584,1.0,0
2017-12-05,0.5340763959899412,1.0,0
2017-12-06,0.5343313962286766,1.0,0
2017-12-07,0.5471137722645167,1.0,0
2017-12-08,0.5466691100584014,1.0,0
2017-12-11,0.5458041948715376,1.0,0
2017-12-12,0.537399879538376,1.0,0
2017-12-13,0.5699927119120074,1.0,0
2017-12-14,0.5688641204599748,1.0,0
2017-12-15,0.5757558714032958,1.0,0
2017-12-18,0.5819112217520597,1.0,0
2017-12-19,0.5709549393707141,1.0,0
2017-12-20,0.5662662313791219,1.0,0
2017-12-21,0.5579912080868138,1.0,0
2017-12-22,0.543977408959122,1.0,0
2017-12-26,0.5496734002017281,1.0,0
2017-12-27,0.5433015137202841,1.0,0
2017-12-28,0.5546378857968306,1.0,0
2017-12-29,0.5591026470019144,1.0,0
2018-01-02,0.4284387409059851,1.0,0
2018-01-03,0.5174343610666208,1.0,0
2018-01-04,0.47989140631998817,1.0,0
2018-01-05,0.3874044666652369,1.0,0
2018-01-08,0.3938575109799097,1.0,0
2018-01-09,0.38948507811812333,1.0,0
2018-01-10,0.41725346726453283,1.0,0
2018-01-11,0.43012473244553423,1.0,0
2018-01-12,0.438533988423899,1.0,0
2018-01-16,0.36141691842798,1.0,0
2018-01-17,0.3776814066315105,1.0,0
2018-01-18,0.35972225392506957,1.0,0
2018-01-19,0.3378662586532926,1.0,0
2018-01-22,0.3271740293546459,1.0,0
2018-01-23,0.3245297115657879,1.0,0
2018-01-24,0.3424533488166733,1.0,0
2018-01-25,0.3423863866691978,1.0,0
2018-01-26,0.32292538271702736,1.0,0
2018-01-29,0.317943316374715,1.0,0
2018-01-30,0.32000011314347904,1.0,0
2018-01-31,0.3421254835521811,1.0,0
2018-02-01,0.2955128730656146,1.0,0
2018-02-02,0.24514950593105816,1.0,0
2018-02-05,0.2755153856376452,1.0,0
2018-02-06,0.41378806531137313,1.0,0
2018-02-07,0.48516539470158604,1.0,0
2018-02-08,0.48993520475594277,1.0,0
2018-02-09,0.5665409937196659,1.0,0
2018-02-12,0.5626557998606229,1.0,0
2018-02-13,0.5582642413829758,1.0,0
