ticker,eligible,reason,liq_size_proxy,addv_proxy,vol_coverage,in_universe,recon_date,prior_member,entered,exited
NVDA,True,eligible,33533729011.58381,30285061864.643734,1.0,True,2025-10-01,True,False,False
AAPL,True,eligible,12989163461.208548,12477282660.501438,1.0,True,2025-10-01,True,False,False
PLTR,True,eligible,11205294855.670776,10625105883.019318,1.0,True,2025-10-01,True,False,False
MSFT,True,eligible,10553774347.806396,10207439799.377344,1.0,True,2025-10-01,True,False,False
AMZN,True,eligible,9437935810.0973,9581343140.81571,1.0,True,2025-10-01,True,False,False
AVGO,True,eligible,8899055913.639627,6793614734.138901,1.0,True,2025-10-01,True,False,False
GOOGL,True,eligible,8606500680.552368,7624981209.699528,1.0,True,2025-10-01,True,False,False
META,True,eligible,8159367848.036092,8621502583.714754,1.0,True,2025-10-01,True,False,False
AMD,True,eligible,6938161836.955668,8723383060.43677,1.0,True,2025-10-01,True,False,False
MU,True,eligible,3688668843.167521,3021287405.3511724,1.0,False,2025-10-01,False,False,False
INTC,True,eligible,3642499529.831804,2996803880.579435,1.0,False,2025-10-01,False,False,False
NFLX,True,eligible,3457595123.788452,3909505476.2706456,1.0,True,2025-10-01,True,False,False
TSM,True,eligible,2984579846.7077127,2831238851.450384,1.0,False,2025-10-01,False,False,False
CRM,True,eligible,2352554994.00767,2047679874.3166242,1.0,False,2025-10-01,False,False,False
ADBE,True,eligible,1775484351.3179524,1504973947.1818228,1.0,False,2025-10-01,False,False,False
AMAT,True,eligible,1531781310.9320068,1414694349.9968271,1.0,False,2025-10-01,False,False,False
NOW,True,eligible,1387395356.6385906,1521520974.884881,1.0,False,2025-10-01,False,False,False
LRCX,True,eligible,1316522909.305598,1204905865.885005,1.0,False,2025-10-01,False,False,False
ASML,True,eligible,1283442695.321452,1417780739.6453373,1.0,False,2025-10-01,False,False,False
QCOM,True,eligible,1206815591.191457,1194726942.620995,1.0,False,2025-10-01,False,False,False
SMCI,True,eligible,1198390130.618108,1611744533.0704765,1.0,False,2025-10-01,False,False,False
SHOP,True,eligible,939930332.1600342,1055757179.9341232,1.0,False,2025-10-01,False,False,False
ARM,True,eligible,632546192.9086304,683695925.6730579,1.0,False,2025-10-01,False,False,False
