source,folds_seen,combo_params,val_score,val_sharpe,val_p_value,val_q_value,val_sig_5pct,val_stat_label,any_sig_5pct,frac_sig_5pct,note
last_fold_winner,1,"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",0.5484654093028672,2.317660541909181,0.004976,0.129929,False,econ_strong_stat_weak,False,0.0,Operational selection: best combo on the last validation fold.
avg_val_across_folds,5,"{'weight_cap': np.float64(0.65), 'k_atr': np.float64(3.0), 'turb_zscore_thr': np.float64(1.0), 'turb_scale_min': np.float64(0.25), 'vol_target_ann': np.float64(0.3)}",0.3567706221828608,1.2363199999999999,0.07497,1.0,False,agg_mean_score_stat_weak,False,0.0,Audit-stable selection: combo with highest mean validation score across folds.
