Label,FinalEquity,TotalReturn,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,CVaR_5,AvgExposure,TimeInMkt,TurnoverAnn,Days
MAHORAGA_1.1,5483078.390424,53.830784,0.209029,0.199251,1.0521,1.752352,-0.274481,0.761543,-0.029378,0.520287,0.768623,7.676889,5316
QQQ,1717000.680884,16.170007,0.144282,0.216062,0.732057,1.17001,-0.535029,0.269671,-0.032421,1.0,1.0,0.0,5316
EQW_Tech,19076626.494557,189.766265,0.282641,0.255683,1.102018,1.797139,-0.527585,0.535725,-0.037729,0.999812,0.999812,0.023702,5316
MOM_12_1_TopK,40087991.641772,399.879916,0.328598,0.331021,1.024312,1.727488,-0.510966,0.643091,-0.046972,0.999059,0.999059,5.032731,5316
