ticker,eligible,reason,liq_size_proxy,addv_proxy,vol_coverage,in_universe,recon_date,prior_member,entered,exited
AMZN,True,eligible,7451533401.930745,8624967039.952112,1.0,True,2019-04-01,True,False,False
AAPL,True,eligible,4956850107.033742,5125008718.039474,1.0,True,2019-04-01,True,False,False
MSFT,True,eligible,2873235620.356318,2953435931.553141,1.0,True,2019-04-01,True,False,False
META,True,eligible,2815856529.41569,3114917199.9378505,1.0,True,2019-04-01,True,False,False
NFLX,True,eligible,2466417339.495977,3351524544.448913,1.0,True,2019-04-01,True,False,False
NVDA,True,eligible,2267538459.6982636,2510200532.5505843,1.0,True,2019-04-01,True,False,False
GOOGL,True,eligible,1762593796.3236492,1844934064.688062,1.0,True,2019-04-01,True,False,False
AMD,True,eligible,1641890181.2671852,1885242444.007474,1.0,True,2019-04-01,True,False,False
MU,True,eligible,1207823302.3600643,1266576691.973686,1.0,True,2019-04-01,True,False,False
CRM,True,eligible,948677940.4689026,872061751.5879556,1.0,False,2019-04-01,False,False,False
INTC,True,eligible,940646445.3479513,1037208951.856589,1.0,True,2019-04-01,True,False,False
ADBE,True,eligible,832622966.9770304,786337605.0063845,1.0,False,2019-04-01,False,False,False
AVGO,True,eligible,735161575.3681183,691981040.8290379,1.0,False,2019-04-01,False,False,False
QCOM,True,eligible,581527422.5167465,654761114.8254213,1.0,False,2019-04-01,False,False,False
NOW,True,eligible,433852484.6405029,449078583.9900062,1.0,False,2019-04-01,False,False,False
AMAT,True,eligible,361459404.6984482,392516868.83029634,1.0,False,2019-04-01,False,False,False
LRCX,True,eligible,352740970.0863838,393738921.45801723,1.0,False,2019-04-01,False,False,False
SHOP,True,eligible,253882237.06003824,240559381.5053607,1.0,False,2019-04-01,False,False,False
TSM,True,eligible,208815369.87815857,263453921.64859468,1.0,False,2019-04-01,False,False,False
ASML,True,eligible,107078159.52753703,127092879.7721984,1.0,False,2019-04-01,False,False,False
ARM,False,not_live_yet<2023-09-14>,0.0,0.0,,False,2019-04-01,False,False,False
PLTR,False,seasoning_fail,0.0,0.0,,False,2019-04-01,False,False,False
SMCI,False,addv_fail,0.0,3051858.6827043504,,False,2019-04-01,False,False,False
