Label,FinalEquity,TotalReturn,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,CVaR_5,AvgExposure,TimeInMkt,TurnoverAnn,Days
OOS_continuous,563482.212499,4.634822,0.209065,0.203782,1.033646,1.694244,-0.237948,0.878617,-0.030142,,0.0,0.0,2295
QQQ,531822.333709,4.318223,0.201412,0.228498,0.917784,1.455634,-0.352416,0.571519,-0.034355,1.0,1.0,0.0,2295
OOS_ML_RegimeGate,333025.115427,2.330251,0.141222,0.17806,0.830938,1.31972,-0.234098,0.60326,-0.027319,,0.0,0.0,2295
