combo_params,fold,score_val,VAL_Sharpe,VAL_CAGR%,VAL_MaxDD%,VAL_Calmar,VAL_SR_tstat,p_value,q_value,significant_5pct,significant_10pct,SR_above_HLZ_tmin,stat_label,weight_cap,k_atr,turb_zscore_thr,turb_scale_min,vol_target_ann
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,2.2286160901367986,2.1554,51.377,-9.449,5.4372,3.034,0.002411,0.046514,True,True,False,sig@5%_FDR_support,0.65,3.0,1.5,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,2.1693776563463185,2.1017,46.61,-8.558,5.4462,2.959,0.003083,0.046514,True,True,False,sig@5%_FDR_support,0.55,3.0,1.5,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,2.1678825294474695,2.1006,46.58,-8.558,5.4428,2.958,0.003098,0.046514,True,True,False,sig@5%_FDR_support,0.65,3.0,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,2.098229505649656,2.1,44.056,-8.518,5.1718,2.957,0.003107,0.046514,True,True,False,sig@5%_FDR_support,0.55,3.0,1.0,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,2.0969323443627528,2.099,44.031,-8.518,5.1689,2.956,0.003121,0.046514,True,True,False,sig@5%_FDR_support,0.65,3.0,1.0,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,2.0784419484244334,2.0932,44.762,-8.8,5.0867,2.947,0.003205,0.046514,True,True,False,sig@5%_FDR_support,0.55,3.0,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,2.0763840649704783,2.0916,44.722,-8.8,5.0822,2.945,0.003227,0.046514,True,True,False,sig@5%_FDR_support,0.65,3.0,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,2.0597990273612923,2.0711,46.45,-9.449,4.9158,2.917,0.003538,0.046514,True,True,False,sig@5%_FDR_support,0.55,3.0,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,2.057818445993751,2.0697,46.41,-9.449,4.9115,2.915,0.003561,0.046514,True,True,False,sig@5%_FDR_support,0.65,3.0,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.9565147053856706,1.9206,41.969,-7.97,5.2661,2.706,0.006804,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.955649516663612,1.92,41.953,-7.97,5.264,2.705,0.006822,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.5,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.9342142154456126,1.8971,41.851,-7.97,5.2512,2.673,0.00751,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.5,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.9331572002031097,1.8963,41.832,-7.97,5.2488,2.672,0.007533,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.9268185651560477,1.9077,40.94,-7.97,5.1369,2.688,0.007185,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.5,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.9259477709803376,1.907,40.924,-7.97,5.1348,2.687,0.007204,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.5,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.9036201010779825,1.8836,40.823,-7.97,5.1222,2.654,0.007943,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.9025555815572717,1.8828,40.803,-7.97,5.1197,2.653,0.007968,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.5,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.876549085600748,1.9013,39.866,-7.935,5.0242,2.679,0.007377,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.0,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.875475466984859,1.9006,39.846,-7.935,5.0218,2.678,0.007402,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.8667532667794573,1.9053,39.293,-7.935,4.952,2.685,0.007257,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.0,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.866094389642905,1.9048,39.28,-7.935,4.9505,2.684,0.007272,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.0,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.8554579247022405,1.8922,39.124,-7.935,4.9307,2.666,0.007665,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.8543773863823705,1.8914,39.105,-7.935,4.9283,2.665,0.007691,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.0,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.8464073406218742,1.8964,38.554,-7.935,4.8589,2.672,0.007533,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.5,1.0,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.845744374550239,1.8958,38.542,-7.935,4.8574,2.672,0.007548,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.5,1.0,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.8182333051954997,1.8469,37.685,-7.97,4.7284,2.603,0.009239,0.049124,True,True,False,sig@5%_FDR_support,0.55,2.5,1.5,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.8173476573965615,1.8462,37.669,-7.97,4.7264,2.602,0.009264,0.049124,True,True,False,sig@5%_FDR_support,0.65,2.5,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.7925425246918376,1.8218,37.57,-7.97,4.7141,2.568,0.010231,0.049891,True,True,False,sig@5%_FDR_support,0.55,2.5,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.7914583737654022,1.821,37.551,-7.97,4.7117,2.567,0.010264,0.049891,True,True,False,sig@5%_FDR_support,0.65,2.5,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.7464268423772662,1.8303,35.929,-7.935,4.5281,2.58,0.009885,0.049587,True,True,False,sig@5%_FDR_support,0.55,2.5,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.7453231153455389,1.8294,35.91,-7.935,4.5257,2.579,0.009918,0.049587,True,True,False,sig@5%_FDR_support,0.65,2.5,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.7400375861895074,1.8349,35.372,-7.935,4.4579,2.586,0.009701,0.049587,True,True,False,sig@5%_FDR_support,0.55,2.5,1.0,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.7393606347818724,1.8344,35.361,-7.935,4.4564,2.586,0.009722,0.049587,True,True,False,sig@5%_FDR_support,0.65,2.5,1.0,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.552111833132514,1.9158,34.742,-9.659,3.5968,2.7,0.006943,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.5514278524310654,1.9152,34.729,-9.659,3.5954,2.699,0.006961,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.5,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.5509939009710811,1.915,34.719,-9.659,3.5944,2.698,0.006966,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.5,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.5503099416763648,1.9144,34.706,-9.659,3.5931,2.698,0.006985,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.5467753214751627,1.9209,34.349,-9.659,3.5561,2.707,0.006797,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.5,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.5463916989970674,1.9205,34.341,-9.659,3.5553,2.706,0.006808,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.5456540370060068,1.92,34.325,-9.659,3.5537,2.705,0.00682,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.5,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.545270422852678,1.9197,34.318,-9.659,3.5529,2.705,0.006831,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.5,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.5065229663818271,1.9359,33.119,-9.612,3.4455,2.728,0.006378,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.0,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.5058307347075046,1.9354,33.104,-9.612,3.444,2.727,0.006392,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.0,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,1.5058265642033024,1.9352,33.106,-9.612,3.4442,2.727,0.006397,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,1.5051343376369912,1.9347,33.091,-9.612,3.4427,2.726,0.00641,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.4813606627944853,1.8677,32.892,-9.659,3.4053,2.632,0.008483,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.4806719059265983,1.867,32.879,-9.659,3.4039,2.631,0.008506,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.4765046373506203,1.8728,32.504,-9.659,3.3651,2.639,0.008307,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.5,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.476345641567854,1.9227,32.207,-9.612,3.3506,2.709,0.006744,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.0,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.4761181665505911,1.8724,32.496,-9.659,3.3643,2.639,0.00832,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,1.4759138574691455,1.9223,32.199,-9.612,3.3498,2.709,0.006756,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.0,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.4756519472533174,1.9222,32.193,-9.612,3.3492,2.709,0.006759,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.0,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,1.475220163798551,1.9218,32.184,-9.612,3.3483,2.708,0.006771,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.0,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.4362147893264194,1.8876,31.302,-9.612,3.2565,2.66,0.007813,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,1.435512590819146,1.8869,31.289,-9.612,3.2552,2.659,0.007835,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.4064401904406416,1.8741,30.403,-9.612,3.163,2.641,0.008263,0.046514,True,True,False,sig@5%_FDR_support,0.65,2.0,1.0,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,1.40600457979877,1.8736,30.395,-9.612,3.1621,2.641,0.008278,0.046514,True,True,False,sig@5%_FDR_support,0.55,2.0,1.0,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",2,0.1976550751762083,1.055,14.012,-9.692,1.4457,1.487,0.136894,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.19672250006710656,1.054,13.998,-9.692,1.4443,1.486,0.137289,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.19672250006710656,1.054,13.998,-9.692,1.4443,1.486,0.137289,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",2,0.18906045262248228,1.0462,13.867,-9.692,1.4307,1.475,0.140198,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.18812955739127124,1.0452,13.853,-9.692,1.4293,1.474,0.1406,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.18812955739127124,1.0452,13.853,-9.692,1.4293,1.474,0.1406,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",2,0.1698405564464893,1.0088,13.901,-9.697,1.4335,1.422,0.154926,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.16867269273831453,1.0073,13.886,-9.697,1.4319,1.42,0.15553,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.16867269273831453,1.0073,13.886,-9.697,1.4319,1.42,0.15553,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",2,0.16465447866751493,1.0249,13.262,-9.594,1.3824,1.445,0.148461,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",2,0.1632323252321789,1.0238,13.248,-9.616,1.3778,1.443,0.14889,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",2,0.1632323252321789,1.0238,13.248,-9.616,1.3778,1.443,0.14889,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",2,0.16094507921887632,0.9997,13.747,-9.697,1.4176,1.41,0.158664,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",2,0.16049903064472643,1.0028,13.598,-9.605,1.4157,1.414,0.157364,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.15978128047286874,0.9982,13.732,-9.697,1.416,1.408,0.159278,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.15978128047286874,0.9982,13.732,-9.697,1.416,1.408,0.159278,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.4,0.3
