Label,FinalEquity,TotalReturn,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,CVaR_5,AvgExposure,TimeInMkt,TurnoverAnn,Days
OOS_continuous,809086.946176,7.090869,0.25806,0.201475,1.240112,2.103986,-0.210789,1.224258,-0.029383,,0.0,0.0,2295
QQQ,531822.333709,4.318223,0.201412,0.228498,0.917784,1.455634,-0.352416,0.571519,-0.034355,1.0,1.0,0.0,2295
