ticker,eligible,reason,liq_size_proxy,addv_proxy,vol_coverage,in_universe,recon_date,prior_member,entered,exited
AMZN,True,eligible,9023566855.57251,8667468772.722275,1.0,True,2018-10-01,True,False,False
AAPL,True,eligible,6832622372.457377,5653079111.526755,1.0,True,2018-10-01,True,False,False
AMD,True,eligible,4287488034.2178793,2706237165.4718127,1.0,True,2018-10-01,True,False,False
META,True,eligible,3938907186.147817,4805855931.60289,1.0,True,2018-10-01,True,False,False
NFLX,True,eligible,3549573241.09141,3993286356.6205764,1.0,True,2018-10-01,True,False,False
NVDA,True,eligible,2801076269.4861093,2449526213.3195972,1.0,True,2018-10-01,True,False,False
MSFT,True,eligible,2416506020.879949,2411431792.636932,1.0,True,2018-10-01,True,False,False
GOOGL,True,eligible,2052732234.3653362,2152685583.7567043,1.0,True,2018-10-01,True,False,False
MU,True,eligible,1821461024.425214,1760683131.8070245,1.0,True,2018-10-01,True,False,False
INTC,True,eligible,905076327.9985682,955560741.0335602,1.0,True,2018-10-01,True,False,False
QCOM,True,eligible,870070824.1422907,680857077.2162302,1.0,False,2018-10-01,False,False,False
CRM,True,eligible,867026635.9236654,724378041.1104232,1.0,False,2018-10-01,False,False,False
AVGO,True,eligible,808847759.5973969,974257975.003409,1.0,False,2018-10-01,False,False,False
ADBE,True,eligible,801666633.2262675,693282219.5674351,1.0,False,2018-10-01,False,False,False
AMAT,True,eligible,472362798.4479396,471129992.51772565,1.0,False,2018-10-01,False,False,False
LRCX,True,eligible,403209400.38232803,418711222.37702024,1.0,False,2018-10-01,False,False,False
NOW,True,eligible,373863773.4714508,337116420.74430555,1.0,False,2018-10-01,False,False,False
TSM,True,eligible,281107193.17813873,261915219.10744318,1.0,False,2018-10-01,False,False,False
SHOP,True,eligible,196751680.54803213,210799063.17789593,1.0,False,2018-10-01,False,False,False
ASML,True,eligible,141093964.0193685,166283515.26578873,1.0,False,2018-10-01,False,False,False
ARM,False,not_live_yet<2023-09-14>,0.0,0.0,,False,2018-10-01,False,False,False
PLTR,False,seasoning_fail,0.0,0.0,,False,2018-10-01,False,False,False
SMCI,False,addv_fail,0.0,20969867.326759156,,False,2018-10-01,False,False,False
