ticker,eligible,reason,liq_size_proxy,addv_proxy,vol_coverage,in_universe,recon_date,prior_member,entered,exited
NVDA,True,eligible,33912332104.130962,34531739367.23544,1.0,True,2025-04-01,True,False,False
AAPL,True,eligible,11404512015.104471,12015029773.385136,1.0,True,2025-04-01,True,False,False
META,True,eligible,10419301007.06604,10245770175.532944,1.0,True,2025-04-01,True,False,False
PLTR,True,eligible,10244284743.925093,8705369937.289248,1.0,True,2025-04-01,True,False,False
MSFT,True,eligible,9277187514.055582,9177085407.379103,1.0,True,2025-04-01,True,False,False
AMZN,True,eligible,9132356834.904226,8518898913.982621,1.0,True,2025-04-01,True,False,False
AVGO,True,eligible,6228449548.517711,6256906777.492778,1.0,True,2025-04-01,True,False,False
GOOGL,True,eligible,5743795177.958832,5460163714.639912,1.0,True,2025-04-01,True,False,False
NFLX,True,eligible,4662191161.306763,4251238822.4593873,1.0,False,2025-04-01,False,False,False
SMCI,True,eligible,4011098299.9279785,3031586866.449983,1.0,True,2025-04-01,True,False,False
AMD,True,eligible,3588130349.4041953,4225148817.6354423,1.0,True,2025-04-01,True,False,False
TSM,True,eligible,2869106022.762451,3193878602.1208506,1.0,False,2025-04-01,False,False,False
INTC,True,eligible,2433133437.0862384,2197020939.4232073,1.0,False,2025-04-01,False,False,False
CRM,True,eligible,2139205584.4510906,2072453681.1460948,1.0,False,2025-04-01,False,False,False
MU,True,eligible,2070676475.9832509,2160600388.7352233,1.0,False,2025-04-01,False,False,False
NOW,True,eligible,1734873572.2000122,1700372913.17858,1.0,False,2025-04-01,False,False,False
ADBE,True,eligible,1648997073.0271404,1607380996.3699584,1.0,False,2025-04-01,False,False,False
QCOM,True,eligible,1203962496.1951702,1218573358.8358803,1.0,False,2025-04-01,False,False,False
ASML,True,eligible,1076014123.4814453,1193109917.4854097,1.0,False,2025-04-01,False,False,False
AMAT,True,eligible,1073937258.348643,1120995539.8567805,1.0,False,2025-04-01,False,False,False
SHOP,True,eligible,995988916.3054911,943734128.1268771,1.0,False,2025-04-01,False,False,False
LRCX,True,eligible,983989073.5690054,960975310.518392,1.0,False,2025-04-01,False,False,False
ARM,True,eligible,579702156.072998,823306351.4163547,1.0,False,2025-04-01,False,False,False
